0.3699065288,0.0163669506,0.0140627024,0.0133793715,0.0123071603,0.0109876997,0.0101792912,0.0097259087,0.0093831949,0.0091342645,0.0089365116
0.3671079128,0.0149085133,0.0132235656,0.0116471225,0.0109764466,0.0097741134,0.0091612116,0.0087848397,0.0085614697,0.0083863516,0.0083235011
0.3652455512,0.0154113873,0.0139941167,0.0125892283,0.0121462996,0.0117185623,0.0115195193,0.0114362075,0.011395353,0.0113237572,0.0113221566
0.3697782511,0.0146276826,0.0126252549,0.0114590845,0.0108874272,0.0103953324,0.0100599121,0.0097873675,0.0095711553,0.0093759604,0.009196921
0.3697510833,0.0151698622,0.0138155891,0.0118922318,0.0111800444,0.0106785152,0.0103021589,0.0099684352,0.0095702499,0.0092856273,0.0090419004
0.35419285,0.0145897755,0.0141969086,0.0135273774,0.0128632455,0.0125419483,0.0120621624,0.011559336,0.0111521417,0.0108849787,0.0105439457
0.3702993166,0.0159580794,0.0147983822,0.0142265515,0.0136023879,0.0128095389,0.0123400574,0.011879343,0.0115777598,0.0112688675,0.0107169372
0.3700774045,0.014520739,0.012698168,0.0117012679,0.01093773,0.0103109116,0.0098266636,0.0094524531,0.0091322874,0.0088295879,0.0085973257
0.3698824359,0.0155261976,0.0133327959,0.0127803896,0.0118316287,0.0130514959,0.0109814635,0.0107804481,0.0106338996,0.0104922078,0.0103323298
0.3694311753,0.0140608616,0.0121083488,0.0109055499,0.0102513565,0.0098471356,0.0095805509,0.0093042641,0.0091091697,0.0089773157,0.008923094
0.3692628324,0.0148455878,0.0133022272,0.011905135,0.0111178904,0.0106140208,0.0102620254,0.0099910176,0.0097861549,0.0098001104,0.009999592
0.3693259171,0.0145166584,0.012296154,0.0110780909,0.0103548453,0.0098749722,0.009498762,0.0092219002,0.0089844547,0.0087981551,0.008633489
0.3695614397,0.0144901329,0.0124524314,0.0113563173,0.0108105906,0.0104696784,0.0101452738,0.0098131444,0.0094933978,0.009158434,0.0088863943
0.3699807161,0.0144131395,0.0124786935,0.011397977,0.0103235646,0.0097785584,0.0094114612,0.0090747754,0.0088523202,0.0087311583,0.0086279222
0.3695708267,0.015021578,0.0145703111,0.0135928285,0.0129936704,0.0125677899,0.0123315174,0.0114366537,0.0109327416,0.0107053821,0.0105527106
0.3705187034,0.0161165411,0.0152441309,0.0141076185,0.0135085751,0.0133387663,0.0125464893,0.0119473888,0.0115323416,0.011282117,0.0110800992
0.3699120941,0.0179665497,0.0140116743,0.0124980916,0.011557523,0.0109809461,0.0105245446,0.0101120232,0.009809535,0.0095332407,0.0093265859
0.3697029271,0.0139710299,0.0120264448,0.010683871,0.0099068898,0.0094967515,0.009259649,0.0090294356,0.0088634284,0.0087155925,0.0085847941
0.3701993572,0.0138728865,0.0120705222,0.0104501269,0.0095484305,0.0088932269,0.0084899879,0.0081308999,0.0078563925,0.007646603,0.0074753158
0.369980523,0.0142617176,0.0121722317,0.0114633149,0.011852582,0.0111369928,0.010799653,0.010543038,0.0103224311,0.0101109547,0.0098979235
0.3687389228,0.0162624655,0.0158675164,0.0151294693,0.0146935584,0.0144268449,0.014269721,0.0141488612,0.0140608717,0.0139422226,0.0138570889
0.3681854362,0.0137354004,0.0124258085,0.0117496201,0.0112284579,0.0107235024,0.0103156044,0.009937678,0.0096389169,0.0093713511,0.0091736254
0.3696759114,0.0129925463,0.0106085629,0.0095816118,0.0089934055,0.0086231575,0.0083238477,0.0080727721,0.0078658107,0.0076624759,0.0075021622
0.3697778645,0.0136828756,0.0116807532,0.0106315671,0.0101168067,0.0107115112,0.0100959453,0.0097529785,0.0094633058,0.0092681597,0.0090861043
0.3695582403,0.0129979614,0.0106469718,0.0095933343,0.008905276,0.0085722889,0.0083861536,0.0082674156,0.0082839938,0.0090876479,0.0088210037
0.3705013053,0.0160484615,0.0149294161,0.0140085061,0.0136006358,0.0132222837,0.0128477269,0.0123582944,0.0123876034,0.0121803705,0.011723356
0.3688856182,0.0136846905,0.0136360316,0.0112203687,0.0105463159,0.0100452044,0.0097179232,0.0095019685,0.0093258047,0.0092171029,0.0091196543
0.3705223979,0.0148329985,0.01338115,0.013241754,0.0123980015,0.0121270606,0.0129965758,0.0125726687,0.0120970977,0.0116678085,0.0113335814
0.3693564544,0.0148619695,0.0126625892,0.0116711669,0.0110194516,0.0104846614,0.0101030801,0.0097480428,0.0094355517,0.0091736733,0.0089958742
0.3672226531,0.0146241009,0.0129823269,0.0120742417,0.0110605034,0.0104758095,0.0101437043,0.0099315913,0.0097445224,0.0095588663,0.0093678588
