0,137,453,938,1380,1872,2374,2873,3372,3873,4376
0,508,1006,1445,1956,2466,2977,3488,4000,4511,5021
0,501,963,1424,1888,2352,2817,3283,3708,4171,4637
0,526,1026,1525,2025,2527,3029,3530,4032,4530,5032
0,525,1027,1517,2021,2521,3024,3528,4031,4533,5037
0,535,1029,1488,1954,2422,2894,3365,3836,4297,4770
0,456,859,1262,1665,2067,2470,2872,3274,3677,4080
0,562,1111,1660,2209,2752,3301,3850,4400,4945,5494
0,528,1027,1528,2029,2518,3018,3518,4018,4519,5019
0,529,1034,1540,2046,2546,3051,3556,4061,4564,5069
0,566,1116,1666,2210,2760,3310,3860,4410,4961,5480
0,566,1110,1646,2188,2731,3277,3822,4367,4912,5458
0,564,1065,1562,2064,2566,3068,3571,4042,4542,5044
0,562,1110,1658,2208,2756,3306,3855,4405,4955,5506
0,539,1085,1585,2083,2580,3057,3535,4015,4495,4976
0,450,881,1310,1740,2169,2597,3026,3455,3882,4311
0,531,1033,1535,2038,2540,3043,3545,4048,4550,5052
0,596,1143,1692,2240,2788,3337,3885,4434,4982,5531
0,565,1114,1665,2216,2766,3317,3868,4418,4966,5515
0,560,1112,1664,2215,2723,3218,3722,4225,4727,5230
0,431,829,1228,1627,2026,2424,2823,3222,3621,4020
0,561,1109,1658,2207,2756,3305,3854,4403,4950,5498
0,578,1127,1676,2226,2775,3325,3875,4424,4974,5523
0,603,1208,1814,2419,3004,3553,4102,4652,5201,5750
0,601,1205,1809,2414,3019,3623,4227,4832,5434,5983
0,463,895,1328,1762,2197,2631,3064,3499,3931,4362
0,600,1202,1762,2309,2856,3404,3952,4499,5047,5595
0,514,978,1443,1907,2372,2826,3246,3676,4104,4534
0,569,1116,1662,2209,2756,3303,3850,4397,4944,5492
0,571,1135,1701,2268,2833,3338,3903,4464,5021,5579
